name	latitude_deg	longitude_deg
Cook County Airport	31.13780022	-83.45330048
Iuka Airport	34.77230072	-88.16590118
Perham Municipal Airport	46.60409927	-95.60449982
Seneca County Airport	41.09410095	-83.21250153
Dawson Municipal Airport	31.74329948	-84.41929626
Montezuma Municipal Airport	37.58969879	-100.4690018
Port-Bucyrus-Crawford County Airport	40.78160095	-82.97480011
Donalsonville Municipal Airport	31.00690079	-84.87760162
Boise City Airport	36.77429962	-102.5100021
Magee Municipal Airport	31.86269951	-89.80059814
Cross Keys Airport	39.70550156	-75.03299713
Haxtun Municipal Airport	40.625	-102.6029968
Franklin County Airport	34.34009933	-83.13349915
Mc Creary County Airport	36.69589996	-84.39160156
Platte Valley Airpark	40.09999847	-104.7009964
Jackson County Airport	34.17399979	-83.56069946
C. A. Moore Airport	33.12549973	-90.02559662
Camden County Airport	39.77840042	-74.94779968
Sublette Flying Club Airport	37.49140167	-100.8300018
Dallas Bay Sky Park Airport	35.18759918	-85.17769623
Martin Campbell Field	35.01620102	-84.34629822
Logan Field	31.10280037	-86.06220245
Macon County Airport	35.22259903	-83.41899872
Middlesboro-Bell County Airport	36.61059952	-83.73739624
Jackson County Airport	36.40029907	-85.64170074
Prattville - Grouby Field	32.43870163	-86.51270294
Dexter Regional Airport	45.0041008	-69.23699951
Columbia County Airport	42.29130173	-73.71029663
Katama Airpark	41.35829926	-70.5243988
Hopedale Industrial Park Airport	42.10649872	-71.51010132
Mansfield Municipal Airport	42.00009918	-71.19680023
Paxton Airport	40.44900131	-88.12770081
Howell New Lenox Airport	41.47980118	-87.9213028
Bolingbrook's Clow International Airport	41.69599915	-88.1292038
Milbank Municipal Airport	45.23049927	-96.56600189
Platte Municipal Airport	43.40330124	-98.82949829
The Sigurd Anderson Airport	45.29259872	-97.51380157
Redfield Municipal Airport	44.86249924	-98.52950287
Ardmore Downtown Executive Airport	34.14699936	-97.12270355
Madill Municipal Airport	34.14039993	-96.81199646
Hoxie-Sheridan County Airport	39.36489868	-100.439003
Wood County Airport	41.39099884	-83.63009644
Elyria Airport	41.33150101	-82.10030365
Kent State University Airport	41.15140152	-81.4151001
Grand Canyon West Airport	35.99039841	-113.8160019
Medina Municipal Airport	41.13140106	-81.76490021
Creve Coeur Airport	38.72679901	-90.50830078
Effingham County Memorial Airport	39.07040024	-88.53350067
Linn State Technical College Airport	38.4715004	-91.81529999
Willow Springs Memorial Airport	36.98960114	-91.95410156
Casey Municipal Airport	39.30250168	-88.00409698
Freehold Airport	42.36429977	-74.06600189
Clinton Airport	39.71250153	-87.40139771
Tri-County Airport	30.8458004	-85.60140228
Bob Lee Flight Strip	29.10440063	-81.31369781
Lindsay Municipal Airport	34.84930038	-97.58529663
David Jay Perry Airport	35.15510178	-97.47039795
Fredonia Airport	37.57920074	-95.83779907
Satanta Municipal Airport	37.45640182	-100.9840012
St John The Baptist Parish Airport	30.08699989	-90.58260345
Lincoln County Airport	37.78749847	-114.4219971
Searchlight Airport	35.44440079	-114.9089966
Escalante Municipal Airport	37.74530029	-111.5699997
General Dick Stout Field	37.13890076	-113.3059998
Parowan Airport	37.85969925	-112.8160019
Belzoni Municipal Airport	33.14519882	-90.51529694
Posey Field	34.28030014	-87.60040283
Portland Municipal Airport	36.59280014	-86.47669983
Lake Barkley State Park Airport	36.81779861	-87.90750122
Mountain Grove Memorial Airport	37.12070084	-92.311203
Sandia Airpark Estates East Airport	35.0945015	-106.1669998
Blairstown Airport	40.97109985	-74.99749756
Grandfield Municipal Airport	34.23759842	-98.74199677
Lampson Field	38.99060059	-122.901001
Lodi Airport	38.20240021	-121.2679977
Thomas Municipal Airport	35.7344017	-98.73020172
Montague-Yreka Rohrer Field	41.73040009	-122.5459976
Tipton Municipal Airport	34.45859909	-99.1713028
Spaulding Airport	40.65029907	-120.7689972
New Jerusalem Airport	37.67910004	-121.3000031
Jena Airport	31.65690041	-92.15750122
Woodworth Airport	31.12639999	-92.50140381
Brookhaven-Lincoln County Airport	31.60580063	-90.40930176
Bay Minette Municipal Airport	30.87039948	-87.81929779
Tillitt Field	46.27109909	-106.6240005
Sunnyside Municipal Airport	46.32709885	-119.9700012
Sand Canyon Airport	48.31409836	-117.7429962
Kestrel Airpark	29.81270027	-98.4253006
Mud Lake/West Jefferson County/ Airport	43.84820175	-112.4990005
Bear Lake County Airport	42.24720001	-111.3379974
Navajo Lake Airport	36.80830002	-107.651001
Grant County Airport	42.00939941	-101.7689972
Fremont County Airport	38.4280014	-105.1060028
Leach Airport	37.78469849	-106.038002
Higgins-Lipscomb County Airport	36.10589981	-100.026001
Robbins Field	33.97230148	-86.37940216
Macon Municipal Airport	33.13349915	-88.53559875
Kingston-Ulster Airport	41.98529816	-73.9641037
Crystal City Municipal Airport	28.69779968	-99.81780243
Beach Airport	46.92520142	-103.9820023
Mc Elroy Airfield	40.05369949	-106.3690033
Rouses Point Seaplane Base	44.99169922	-73.3635025
Lake Elmo Airport	44.99750137	-92.85569763
Jacksboro Municipal Airport	33.22869873	-98.146698
Kent County Airport	33.22930145	-100.5690002
Vinton County Airport	39.3280983	-82.44180298
Pontotoc County Airport	34.27590179	-89.03839874
Jake Arner Memorial Airport	40.80950165	-75.7614975
Paisley Airport	42.71789932	-120.5630035
Transylvania County Airport	35.27030182	-82.64420319
Cooperstown-Westville Airport	42.62919998	-74.89099884
Clarke County Airport	32.0848999	-88.73889923
Devine Municipal Airport	29.13839912	-98.94190216
Jackson County Airport	35.31740189	-83.2098999
Cypress River Airport	32.74599838	-94.30439758
Suwannee County Airport	30.30010033	-83.02469635
Jicarilla Apache Nation Airport	36.82849884	-106.8840027
Dilley Airpark	28.68549919	-99.18920135
Forest Lake Airport	45.24769974	-92.99440002
Cuthbert-Randolph Airport	31.70019913	-84.82489777
Ripley Airport	34.72230148	-89.01509857
Carrollton Memorial Airport	39.31140137	-93.50659943
Ashland/Lineville Airport	33.28760147	-85.80410004
Jackson County Airport	29.00099945	-96.58200073
Mc Dermitt State Airport	42.0021019	-117.7229996
Burrello-Mechanicville Airport	42.89310074	-73.66840363
Elbert-County-Patz Field	34.09519959	-82.81590271
Georgetown Scott County - Marshall Field	38.2344017	-84.43470001
Eldorado Airport	30.86219978	-100.6110001
Palatka Municipal - Lt. Kay Larkin Field	29.65859985	-81.68890381
Council Airport	64.89790344	-163.7030029
Grove City Airport	41.14599991	-80.16770172
Portage County Airport	41.21020126	-81.25160217
Gardiner Airport	45.04990005	-110.7470016
Mark Anton Airport	35.48619843	-84.93109894
Jamestown Municipal Airport	36.34970093	-84.94670105
Holley Mountain Airpark	35.65069962	-92.40380096
Causey Airport	35.91180038	-79.61759949
Holly Grove Municipal Airport	34.58240128	-91.16519928
Parlin Field	43.38809967	-72.18930054
Pittsfield Municipal Airport	44.76850128	-69.37439728
Cavalier Municipal Airport	48.78379822	-97.63189697
Camp Blanding Army Air Field/NG Airfield	29.95249939	-81.97969818
Oakes Municipal Airport	46.17300034	-98.07990265
Cluck Ranch Airport	36.17720032	-101.6940002
Dell City Municipal Airport	31.94759941	-105.1920013
Mc Lean Gray County Airport	35.24700165	-100.5439987
Iraan Municipal Airport	30.90570068	-101.8919983
Shamrock Municipal Airport	35.23619843	-100.1849976
T Bar Airport	33.17699814	-101.8199997
Lamesa Municipal Airport	32.75630188	-101.9199982
Commerce Municipal Airport	33.29290009	-95.89640045
Concord Airpark	41.66699982	-81.19719696
Jefferson County Airpark	40.3594017	-80.70010376
Garrett County Airport	39.58029938	-79.33940125
Somerset County Airport	40.03910065	-79.01460266
Grays Creek Airport	34.89369965	-78.84349823
Shelby County Airport	39.41040039	-88.84539795
Jerry Sumners Sr Aurora Municipal Airport	36.96229935	-93.69529724
Rolette Airport	48.66529846	-99.85320282
Madisonville Municipal Airport	37.35499954	-87.39959717
Rough River State Park Airport	37.60979843	-86.50689697
Airglades Airport	26.74200058	-81.04979706
Liberty County Airport	31.7845993	-81.6411972
Louisville Municipal Airport	32.98649979	-82.38569641
Millen Airport	32.89360046	-81.9654007
Stanton County Municipal Airport	37.58269882	-101.7330017
Scott Field	34.89260101	-99.52819824
Neodesha Municipal Airport	37.4353981	-95.64610291
Haskell Airport	35.832901	-95.66739655
Pineville Municipal Airport	31.34609985	-92.44360352
Princeton Caldwell County Airport	37.11510086	-87.85710144
Lawrenceburg Lawrence County Airport	35.23429871	-87.25789642
G. V. Montgomery Airport	32.35350037	-89.48870087
Charles W. Baker Airport	35.27899933	-89.9315033
Mount Vernon Municipal Airport	37.06840134	-93.88490295
Gansner Field	39.94390106	-120.9449997
Angwin Parrett Field	38.57849884	-122.4349976
Chowchilla Airport	37.11240005	-120.2470016
Independence Airport	36.81380081	-118.2050018
Hinton Municipal Airport	35.50590134	-98.3423996
Waynesboro Municipal Airport	31.64599991	-88.63480377
Le Maire Memorial Airport	29.89909935	-91.66600037
Hendricks County Gordon Graham Field	39.74810028	-86.47380066
Peter Prince Field	30.63759995	-86.99369812
St Elmo Airport	30.50189972	-88.27510071
Bunkie Municipal Airport	30.95669937	-92.23410034
Franklinton Airport	30.81940079	-90.11250305
Karnes County Airport	28.82500076	-97.86560059
River Ranch Resort Airport	27.78219986	-81.20529938
Warden Airport	46.9654007	-119.0660019
Chiloquin State Airport	42.57944049	-121.8790627
Wilbur Airport	47.75419998	-118.7429962
Willapa Harbor Airport	46.69760132	-123.822998
Muleshoe Municipal Airport	34.18510056	-102.6409988
Wray Municipal Airport	40.10029984	-102.2409973
Yuma Municipal Airport	40.10419846	-102.7129974
Maryland Airport	38.6004982	-77.07299805
St. Mary's County Regional Airport	38.31539917	-76.55010223
Rockwell City Municipal Airport	42.38750076	-94.61799622
Heber Airpark	43.1833992	-73.6332016
Ingalls Municipal Airport	37.9070015	-100.5309982
Sharon Airport	42.77840042	-74.57759857
Eagles Nest Airport	39.66540146	-74.30789948
Danville Municipal Airport	35.0870018	-93.42749786
Stevensville Airport	46.52510071	-114.0530014
Geneva Municipal Airport	31.05529976	-85.88030243
Kinsley Municipal Airport	37.9090004	-99.40309906
Water Valley Municipal Airport	34.16680145	-89.686203
Delaware Airpark	39.21839905	-75.5963974
Groveton Trinity County Airport	31.0848999	-95.16410065
Pru Field	47.12319946	-118.3899994
Dutch John Airport	40.91770172	-109.3909988
Walden Jackson County Airport	40.75040054	-106.2710037
Gardner Municipal Airport	38.80690002	-94.95619965
Campbell Municipal Airport	36.48619843	-90.00839996
Hallettsville Municipal Airport	29.38999939	-96.95610046
"Union County, Troy Shelton Field"	34.68700027	-81.6411972
Padgham Field	42.53099823	-85.82510376
Wasco State Airport	45.58940125	-120.6740036
Lakin Airport	37.9695015	-101.2549973
Happy Camp Airport	41.79069901	-123.3889999
Heber City Municipal Russ Mcdonald Field	40.48180008	-111.4290009
Munday Municipal Airport	33.48479843	-99.5861969
Falconhead Airport	33.92599869	-97.28559875
Calico Rock Izard County Airport	36.16450119	-92.14450073
Arapahoe Municipal Airport	40.33950043	-99.90650177
Salem Airpark Inc Airport	40.94810104	-80.86209869
Hemingway Stuckey Airport	33.72859955	-79.51599884
Deer Lodge City County Airport	46.38819885	-112.7659988
Wayne Wonderland Airport	38.36249924	-111.5960007
Princeton Airport	40.39920044	-74.6588974
Folsom Field	34.26869965	-86.85800171
New Tazewell Municipal Airport	36.41009903	-83.55549622
Southeast Greensboro Airport	35.94200134	-79.6855011
Eutaw Municipal Airport	32.82099915	-87.86250305
Augusta Municipal Airport	37.67160034	-97.07790375
Southbridge Municipal Airport	42.10089874	-72.03839874
Greenville Municipal Airport	45.46300125	-69.5515976
Littlebrook Air Park	43.14310074	-70.77230072
Twitchell Airport	44.18889999	-70.23290253
Jack Barstow Airport	43.66289902	-84.26129913
Calverton Executive Airpark	40.9151001	-72.79190063
Lake in the Hills Airport	42.20679855	-88.32299805
James Clements Municipal Airport	43.5469017	-83.89550018
Cable Union Airport	46.19419861	-91.24639893
Downtown Airport	37.22169876	-93.24770355
Miami Roberts County Airport	35.71390152	-100.6029968
Cisco Municipal Airport	32.41680145	-99.00029755
C E 'Rusty' Williams Airport	32.07350159	-93.76550293
Vivian Airport	32.86130142	-94.0102005
Dan E Richards Municipal Airport	34.02759933	-100.2819977
Jones Memorial Airport	35.80690002	-96.42189789
Mineola Wisener Field	32.67670059	-95.51080322
Faulkton Municipal Airport	45.0318985	-99.11569977
Erie County Airport	42.04449844	-79.85389709
Grygla Municipal Mel Wilkens Field	48.29669952	-95.62719727
Wadsworth Municipal Airport	41.00310135	-81.75650024
Ashland County Airport	40.90299988	-82.25559998
Dawson Army Air Field	39.45009995	-79.66639709
Tri City Airport	40.90599823	-81
Grand Haven Memorial Airpark	43.0340004	-86.19819641
East Kansas City Airport	39.0155983	-94.21330261
Hillsboro Municipal Airport	47.3594017	-97.06040192
Hobart Sky Ranch Airport	41.55419922	-87.26249695
Mason County Airport	38.91460037	-82.09860229
Sky King Airport	39.54779816	-87.37729645
Richwood Municipal Airport	38.25839996	-80.65070343
Phillipsburg Airport	39.91329956	-84.40039825
Hampton Varnville Airport	32.86780167	-81.08319855
Ridgeland Airport	32.49269867	-80.99230194
Greene County Regional Airport	33.59769821	-83.13899994
Freeman Field	39.04330063	-96.84329987
Syracuse Hamilton County Municipal Airport	37.99169922	-101.7460022
St Louis Metro East Shafer Field	38.73289871	-89.80660248
Mark Hoard Memorial Airport	38.45700073	-101.3529968
Comanche County Airport	37.22809982	-99.3309021
Sky Ranch Airport	35.79529953	-115.6269989
Litchfield Municipal Airport	39.16249847	-89.67459869
Double Springs Winston County Airport	34.14450073	-87.32779694
Collegedale Municipal Airport	35.04309845	-85.02189636
Lafayette Municipal Airport	36.51839828	-86.0582962
North Pickens Airport	33.38679886	-88.00659943
Warren Municipal Airport	33.5603981	-92.08540344
Mount Hawley Auxiliary Airport	40.79529953	-89.61340332
Old Bridge Airport	40.32989883	-74.34680176
Gustine Airport	37.26269913	-120.9629974
Purcell Municipal - Steven E. Shephard field	34.98450089	-97.38279724
Sayre Municipal Airport	35.16759872	-99.65789795
Grand Lake Regional Airport	36.57759857	-94.86190033
Mott Municipal Airport	46.35969925	-102.322998
Le Gros Memorial Airport	30.1609993	-92.48490143
Hart Airport	31.54490089	-93.4865036
Jennings Airport	30.24270058	-92.67340088
Lakeway Airpark	30.35750008	-97.99449921
Roscommon Conservation Airport	44.47499847	-84.5667038
Illinois Valley Airport	42.10369873	-123.6819992
Grants Pass Airport	42.51010132	-123.3880005
Condon State Pauling Field	45.2466011	-120.1660004
St Charles Airport	38.84870148	-90.50009918
Boyceville Municipal Airport	45.04399872	-92.020401
Fayette Regional Air Center Airport	29.90800095	-96.94999695
Jerry Tyler Memorial Airport	41.83589935	-86.22519684
Bowman Field	46.15309906	-112.8679962
St Labre Mission Airport	45.59999847	-106.2669983
Benchmark Airport	47.48130035	-112.8700027
Big Sandy Airport	48.16249847	-110.112999
Custer State Park Airport	43.72499847	-103.3499985
Fort Collins Downtown Airport	40.5882988	-105.0419998
Belle Creek Airport	45.125	-105.0920029
Grand Coulee Dam Airport	47.92200089	-119.0830002
Eureka Municipal Airport	45.79999924	-99.64209747
George L Scott Municipal Airport	42.98509979	-91.79060364
Winterset Madison County Airport	41.3628006	-94.02110291
Anvik Seaplane Base	62.65620041	-160.2050018
Valle Airport	35.65060043	-112.1480026
Perry Foley Airport	30.0692997	-83.58059692
Manila Airport	40.98609924	-109.6780014
Reeves Airport	32.51470184	-85.87599945
Floydada Municipal Airport	34.00230026	-101.3300018
Braceville Airport	41.21120071	-80.96929932
Manti Ephraim Airport	39.32910156	-111.6149979
Melbourne Municipal John E Miller Field	36.07099915	-91.83010101
Parr Airport	40.00699997	-82.01239777
Keystone Airpark	29.84469986	-82.04750061
Thayer Memorial Airport	36.52230072	-91.5719986
Poplar Airport	48.11600113	-105.1819992
Morgan County Airport	41.1487999	-111.7669983
Jones Airport	40.05799866	-101.5469971
Unionville Municipal Airport	40.54019928	-93.02549744
Montgomery County Airport	35.38819885	-79.7928009
Deblois Flight Strip	44.72639847	-67.99069977
Odessa Municipal Airport	47.34759903	-118.677002
Mount Pleasant Airport	39.52470016	-111.4749985
Beloit Airport	42.49779892	-88.96759796
Sky Acres Airport	41.70740128	-73.73799896
Salina Gunnison Airport	39.02909851	-111.8379974
Brighton Airport	42.56980133	-83.77850342
Minneapolis City County Airport	39.09469986	-97.72059631
Hawthorne Field	30.3362999	-94.25749969
Carrington Municipal Airport	47.4510994	-99.15110016
Alpine Airport	43.18460083	-111.0419998
Cherokee County Airport	34.31060028	-84.42389679
Moundridge Municipal Airport	38.20909882	-97.50270081
Central Jersey Regional Airport	40.5243988	-74.5983963
Curtis Municipal Airport	40.63750076	-100.4710007
Cochran Airport	32.3993988	-83.27590179
Clare Municipal Airport	43.83449936	-84.74019623
Braxton County Airport	38.68700027	-80.65180206
Ness City Municipal Airport	38.47109985	-99.90809631
Harlem Airport	48.56610107	-108.7730026
Gilmer County Airport	34.62789917	-84.52490234
Sturgis Municipal Airport	44.41799927	-103.375
Real County Airport	29.74550056	-99.7609024
Chemehuevi Valley Airport	34.52750015	-114.4309998
Berry Hill Airport	33.53570175	-84.17910004
Polk County Airport- Cornelius Moore Field	34.01869965	-85.14649963
Searcy County Airport	35.89699936	-92.65899658
Scottsboro Municipal Word Field	34.68870163	-86.00589752
Clayton County Tara Field	33.38909912	-84.33239746
Isbell Field	34.47370148	-85.7213974
Ticonderoga Municipal Airport	43.87730026	-73.4131012
Schroon Lake Airport	43.86259842	-73.74259949
Robertson Field	41.69039917	-72.8647995
Albia Municipal Airport	40.99449921	-92.76300049
Abrams Municipal Airport	42.77420044	-84.73310089
Ellendale Municipal Airport	46.01250076	-98.51290131
Panola County Sharpe Field	32.17610168	-94.29879761
Kizer Field	33.80390167	-93.36219788
Wilson Airport	33.4435997	-93.05410004
La Moure Rott Municipal Airport	46.34659958	-98.28369904
Youngstown Elser Metro Airport	40.96179962	-80.6772995
Monroe County Airport	39.77899933	-81.10279846
Hornell Municipal Airport	42.38209915	-77.68209839
Columbia Airport	41.31880188	-81.96019745
Mingo County Airport	37.68759918	-82.26100159
Knox County Airport	40.32870102	-82.52380371
Putnam County Airport	39.63029861	-86.81390381
Morrow County Airport	40.5245018	-82.85009766
Brantley County Airport	31.20739937	-81.90579987
Berrien County Airport	31.21260071	-83.2263031
Quitman Brooks County Airport	30.80579948	-83.58650208
St Marys Airport	30.75300026	-81.55879974
Treutlen County Airport	32.38769913	-82.56369781
Lexington Municipal Airport	39.20980072	-93.9280014
Bloomfield Municipal Airport	40.73210144	-92.42829895
Carroll County Airport	36.38130188	-93.62460327
Booneville Municipal Airport	35.1495018	-93.86209869
Carlisle Municipal Airport	34.80820084	-91.71209717
Russellville Logan County Airport	36.79990005	-86.81020355
Corning Municipal Airport	36.40420151	-90.64790344
Greenwood Lake Airport	41.12820053	-74.34670258
Mc Curtain County Regional Airport	33.90940094	-94.85939789
Cherokee Municipal Airport	36.7879982	-98.35849762
Flandreau Municipal Airport	44.00389862	-96.5931015
I H Bass Jr Memorial Airport	31.01549911	-89.48259735
Jackson Municipal Airport	31.4720993	-87.8946991
H L Sonny Callahan Airport	30.46050072	-87.8769989
Madeline Island Airport	46.7887001	-90.75869751
Eunice Airport	30.46629906	-92.42379761
Dauphin Island Airport	30.26049995	-88.12750244
Gold Beach Municipal Airport	42.41339874	-124.4240036
Ken Jernstedt Airfield	45.67259979	-121.5360031
Joseph State Airport	45.35960007	-117.2539978
Portland Mulino Airport	45.21630096	-122.5899963
Reno Stead Airport	39.66740036	-119.8759995
Kenneth Copeland Airport	32.97729874	-97.48840332
Circle Town County Airport	47.41859818	-105.5619965
Dell Flight Strip	44.7356987	-112.7200012
Rangely Airport	40.09400177	-108.7630005
Spanish Peaks Airfield	37.69660187	-104.7839966
Northwood Municipal Vince Field	47.7242012	-97.5904007
Antelope County Airport	42.11220169	-98.03869629
Wessington Springs Airport	44.06100082	-98.53089905
Lakes of the North Airport	44.91249847	-84.87640381
Cook Airfield Inc Airport	37.56669998	-97.16699982
Iron County Airport	46.00910187	-88.27390289
Bourland Field	32.58179855	-97.59079742
Kentland Municipal Airport	40.75870132	-87.42819977
Lockhart Municipal Airport	29.85029984	-97.67240143
Hawkinsville Pulaski County Airport	32.28350067	-83.43849945
Edgeley Municipal Airport	46.34859848	-98.73560333
Lake City Municipal CJ Evans Field	33.85359955	-79.76809692
Madisonville Municipal Airport	30.91279984	-95.95200348
Madison Municipal Airport	33.61209869	-83.46040344
Northwest Regional Airport	33.04980087	-97.23220062
Lee County Butters Field	34.24449921	-80.23600006
Dr. C P Savage Sr. Airport	32.30199814	-84.00749969
Robert Lee Airport	31.8817997	-100.5400009
Defuniak Springs Airport	30.73130035	-86.1516037
RWJ Airpark	29.76169968	-94.84649658
Thompson Pass Airport	61.1772995	-145.6880035
Fernandina Beach Municipal Airport	30.61179924	-81.4611969
Oxford Municipal Airport	37.2696991	-97.09140015
Star City Municipal Airport	33.92610168	-91.87740326
Rushford Municipal Airport	43.81579971	-91.83010101
Wyandot County Airport	40.88339996	-83.3144989
Fisher County Airport	32.82569885	-100.4150009
East Troy Municipal Airport	42.79719925	-88.37259674
Troy Airport	48.48020172	-115.9039993
Cecil County Airport	39.57419968	-75.86979675
Norwalk Huron County Airport	41.24480057	-82.55120087
Okolona Municipal-Richard Stovall Field	34.01580048	-88.72619629
Winona Montgomery County Airport	33.4654007	-89.72920227
Roosevelt Memorial Airport	32.93349838	-84.688797
Saratoga County Airport	43.05130005	-73.86119843
Napoleon Municipal Airport	46.49440002	-99.76010132
Boerne Stage Field	29.72389984	-98.69460297
Nary National Shefland Field	47.37609863	-94.79799652
Washburn Municipal Airport	47.35309982	-101.0270004
Arcadia Bienville Parish Airport	32.53070068	-92.95400238
Post Garza County Municipal Airport	33.20370102	-101.3399963
Homer Municipal Airport	32.78850174	-93.00370026
Cherry Springs Airport	41.66469955	-77.81829834
Bluffton Airport	40.88539886	-83.86859894
Harvey Municipal Airport	47.79119873	-99.93170166
Sheridan Airport	40.17789841	-86.21730042
Twin City Airport	34.08840179	-78.86489868
Zelmer Memorial Airpark Inc Airport	39.41999817	-89.99120331
Lakota Municipal Airport	48.02939987	-98.32530212
Hartselle-Morgan County Regional Airport	34.40823444	-86.93295056
Moultonboro Airport	43.76839828	-71.38670349
Fordyce Municipal Airport	33.84579849	-92.3655014
Crystal Lake Airport	36.34360123	-94.44480133
Gurdon Lowe Field	33.9239006	-93.16870117
Marion Crittenden County Airport	37.33430099	-88.11509705
Prentice Airport	45.54299927	-90.27929688
Casselton Robert Miller Regional Airport	46.85400009	-97.20870209
Mc Laughlin Municipal Airport	45.79679871	-100.7839966
Roy Wilcox Airport	31.45179939	-88.19450378
Ocean Springs Airport	30.38940048	-88.75340271
Foley Municipal Airport	30.42770004	-87.70079803
De Quincy Industrial Airpark	30.44120026	-93.47350311
Oakridge State Airport	43.75260162	-122.5029984
Crescent Lake State Airport	43.5326004	-121.9499969
Cape Blanco State Airport	42.85789871	-124.5179977
Valley View Airport	45.30820084	-122.3190002
Dona Ana County At Santa Teresa Airport	31.88100052	-106.7050018
Maverick County Memorial International Airport	28.85720062	-100.512001
Dutton Airport	47.84719849	-111.697998
Fairfield Airport	47.6291008	-111.9800034
Fort Smith Landing Strip	45.32080078	-107.9309998
Shiprock Airstrip	36.69779968	-108.7009964
Wilson Creek Airport	47.42490005	-119.1149979
P K Airpark	35.01990128	-79.19100189
Triple W Airport	35.62030029	-78.70030212
Siler City Municipal Airport	35.70429993	-79.5042038
Albert J Lindberg Airport	46.03590012	-84.4197998
Elroy Municipal Airport	43.70640182	-90.25759888
Seymour Municipal Airport	33.64870071	-99.26059723
Odell Williamson Municipal Airport	33.90850067	-78.43669891
Navasota Municipal Airport	30.37190056	-96.11329651
Camden Municipal Airport	31.97970009	-87.3391037
Boulder City Municipal Airport	35.94749832	-114.8610001
Fort Atkinson Municipal Airport	42.96319962	-88.81759644
Newton Municipal Airport	30.88439941	-93.7417984
Cottage Grove State Airport	43.79980087	-123.0289993
Warren Airport	41.26699829	-80.92739868
Christmas Valley Airport	43.23649979	-120.6660004
Council Grove Municipal Airport	38.67919922	-96.57109833
Limington Harmon Airport	43.76300049	-70.67250061
Adams County Legion Field	43.96120071	-89.78800201
Stanton Municipal Airport	32.17359924	-101.8219986
Hermann Municipal Airport	38.7052002	-91.49060059
Vinland Valley Aerodrome	38.83750153	-95.18219757
Prospect State Airport	42.74319839	-122.487999
Dighton Airport	38.48970032	-100.4800034
Wrens Memorial Airport	33.22259903	-82.38369751
Boundary County Airport	48.72579956	-116.2949982
Robert R Wells Jr Airport	29.64109993	-96.51580048
Bluff Airport	37.25	-109.6340027
Diamondhead Airport	30.36300087	-89.38770294
Oswego Municipal Airport	37.15980148	-95.04250336
Fort Deposit Lowndes County Airport	31.97240067	-86.59159851
Mesquite Airport	36.83499908	-114.0550003
Rio Grande City Municipal Airport	26.42429924	-98.84609985
Garnett Municipal Airport	38.27920151	-95.21690369
Teague Municipal Airport	31.66130066	-96.30999756
Tallahassee Commercial Airport	30.54730034	-84.37380219
Davenport Airport	47.65359879	-118.1679993
Wamego Municipal Airport	39.19720078	-96.2589035
Huntington Municipal Airport	39.36119843	-110.9169998
Butler Municipal Airport	32.56760025	-84.2507019
Griffin Spalding County Airport	33.22700119	-84.27490234
Johnson County Airport	36.4178009	-81.82510376
Skaneateles Aero Drome Airport	42.91400146	-76.44080353
Brooten Municipal Airport	45.5	-95.1128006
Greenville Municipal Airport	43.14229965	-85.25379944
Barnes County Municipal Airport	46.94100189	-98.01760101
Iosco County Airport	44.31280136	-83.42230225
Wilder Airport	44.43080139	-97.561203
Athelone Williams Memorial Airport	43.02909851	-83.52970123
Titusville Airport	41.60879898	-79.74130249
Wynkoop Airport	40.36510086	-82.49569702
Barnesville Bradfield Airport	40.00239944	-81.19180298
Lebanon Springfield Airport	37.63349915	-85.2417984
Boone County Airport	40.00730133	-86.44059753
Darby Dan Airport	39.94200134	-83.20490265
Lexington County At Pelion Airport	33.79460144	-81.24590302
St George Airport	33.19549942	-80.50849915
Saluda County Airport	33.92679977	-81.79460144
Branhams Airport	34.28210068	-79.92870331
Creighton Municipal Airport	42.47079849	-97.88369751
Fairview Municipal Airport	36.2901001	-98.47579956
Sisters Eagle Air Airport	44.30459976	-121.5390015
Lisbon Municipal Airport	46.44660187	-97.72730255
Logan County Airport	37.85570145	-81.91590118
Wishek Municipal Airport	46.24639893	-99.53790283
Hazen Municipal Airport	34.75939941	-91.63809967
Horseshoe Bend Airport	36.22140121	-91.75550079
Lewis County Regional Airport	40.12919998	-91.67829895
Marianna Lee County Steve Edwards Field	34.78030014	-90.81060028
Cleveland Municipal Airport	30.35639954	-95.00800323
Terrell County Airport	30.04599953	-102.2129974
Big Timber Airport	45.8064003	-109.9810028
Bridger Municipal Airport	45.29159927	-108.9260025
Florence Municipal Airport	43.98279953	-124.1110001
Woltermann Memorial Airport	45.63050079	-109.2389984
Ravalli County Airport	46.25149918	-114.1259995
Laurel Municipal Airport	45.7030983	-108.7610016
Hysham Airport	46.28939819	-107.1959991
Edgemont Municipal Airport	43.29520035	-103.8440018
Wall Municipal Airport	43.99950027	-102.2549973
Bison Municipal Airport	45.51860046	-102.4670029
Bois Blanc Airport	45.7663002	-84.50379944
Freddie Jones Field	32.26679993	-87.7181015
Cairo Grady County Airport	30.88800049	-84.15470123
Lincoln Municipal Airport	39.05810165	-98.16699982
Pine Hill Municipal Airport	31.96680069	-87.58329773
Blackwell Field	31.43110085	-85.61920166
Sunbury Airport	40.89179993	-76.77890015
Throckmorton Municipal Airport	33.1792984	-99.14980316
Lancaster Municipal Airport	42.7804985	-90.68099976
Anacortes Airport	48.49900055	-122.6620026
